143,132,1,,
97,133,1,,
97,134,1,,
98,134,1,,
97,135,1,,
132,135,1,,
97,136,1,,
138,136,1,,
97,137,1,,
132,137,1,,
98,137,1,,
66,137,1,,
138,137,1,,
97,138,1,,
138,138,1,,
98,138,1,,
97,139,1,,
138,139,1,,
98,139,1,,
66,139,1,,
134,139,1,,
97,140,1,,
134,140,1,,
143,140,1,,
66,140,1,,
98,140,1,,
132,140,1,,
138,140,1,,
97,141,1,,
138,141,1,,
132,141,1,,
98,141,1,,
66,141,1,,
143,141,1,,
97,142,1,,
138,142,1,,
132,142,1,,
98,142,1,,
143,142,1,,
97,143,1,,
138,143,1,,
143,143,1,,
99,144,1,,
100,145,1,,
101,146,1,,
102,147,1,,
102,148,1,,
22,148,1,,
66,148,1,,
102,149,1,,
22,149,1,,
87,149,1,,
102,150,1,,
22,150,1,,
134,150,1,,
102,151,1,,
22,151,1,,
66,151,1,,
145,151,1,,
102,152,1,,
66,152,1,,
102,153,1,,
139,153,1,,
98,153,1,,
66,153,1,,
134,153,1,,
145,153,1,,
102,154,1,,
139,154,1,,
132,154,1,,
98,154,1,,
102,155,1,,
139,155,1,,
132,155,1,,
103,156,1,,
104,157,1,,
105,158,1,,
105,159,1,,
7,159,1,,
105,160,1,,
135,160,1,,
105,161,1,,
135,161,1,,
7,161,1,,
106,162,1,,
108,163,1,,
113,164,1,,
114,165,1,,
115,166,1,,
118,167,1,,
120,168,1,,
135,168,1,,
120,169,1,,
135,169,1,,
143,169,1,,
120,170,1,,
143,170,1,,
121,171,1,,
121,172,1,,
135,172,1,,
121,173,1,,
135,173,1,,
143,173,1,,
121,174,1,,
143,174,1,,
122,175,1,,
122,176,1,,
135,176,1,,
122,177,1,,
135,177,1,,
143,177,1,,
122,178,1,,
143,178,1,,
124,179,1,,
125,180,1,,
126,181,1,,
130,182,1,,
130,183,1,,
136,183,1,,
96,183,1,,
131,184,1,,
133,185,1,,
133,186,1,,
143,186,1,,
140,187,1,,
140,188,1,,
143,188,1,,
141,189,1,,
141,190,1,,
143,190,1,,
142,191,1,,
142,192,1,,
7,192,1,,
142,193,1,,
135,193,1,,
142,194,1,,
135,194,1,,
7,194,1,,
144,195,1,,
144,196,1,,
147,196,1,,
144,197,1,,
147,197,1,,
146,197,1,,
152,198,1,,
152,199,1,,
143,199,1,,
158,200,1,,
158,201,1,,
143,201,1,,
